Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-20 00:00:00-04:00,93.72446644412312,95.74879688151813,93.379378684577,95.61027526855469,90318000,0.0,0.0
2020-07-21 00:00:00-04:00,96.4025235355618,96.47785829760365,94.04039532290807,94.29070281982422,103433200,0.0,0.0
2020-07-22 00:00:00-04:00,93.99179351166632,95.2384733817586,93.90431084808745,94.55559539794922,89001600,0.0,0.0
2020-07-23 00:00:00-04:00,94.28828398977052,94.36605130909368,89.44009309188272,90.25177001953125,197004400,0.0,0.0
2020-07-24 00:00:00-04:00,88.4461529673066,90.37327845626743,86.65510916238252,90.02819061279297,185438800,0.0,0.0
2020-07-27 00:00:00-04:00,91.09259075129832,92.25421298171179,90.86901902055509,92.161865234375,121214000,0.0,0.0
2020-07-28 00:00:00-04:00,91.73172013590795,91.90912539533898,90.64300020406002,90.64786529541016,103625600,0.0,0.0
2020-07-29 00:00:00-04:00,91.13145960816027,92.57012484701185,91.09500850757644,92.38542938232422,90329200,0.0,0.0
2020-07-30 00:00:00-04:00,91.5567482554076,93.60781442343111,91.14848105836067,93.5033187866211,158130000,0.0,0.0
2020-07-31 00:00:00-04:00,100.01133514701584,103.4427380109372,98.00886768351042,103.29206848144531,374336800,0.0,0.0
2020-08-03 00:00:00-04:00,105.17788663317357,108.51937457678676,104.87898009446755,105.89479064941406,308151200,0.0,0.0
2020-08-04 00:00:00-04:00,106.08433124379282,107.69553697101213,105.36013709111648,106.60195922851562,173071600,0.0,0.0
2020-08-05 00:00:00-04:00,106.32250015172326,107.30914978579867,105.85590367757412,106.98836517333984,121776800,0.0,0.0
2020-08-06 00:00:00-04:00,107.32129786014727,111.2168648469505,106.73076760644739,110.72110748291016,202428800,0.0,0.0
2020-08-07 00:00:00-04:00,110.2415021197791,110.69919956892333,107.40524752399855,108.20378112792969,198045600,0.205,0.0
2020-08-10 00:00:00-04:00,109.65232461053742,110.7965681078349,107.12038961467015,109.7764892578125,212403600,0.0,0.0
2020-08-11 00:00:00-04:00,109.03883340833443,109.53791413310383,106.25126539914736,106.51176452636719,187902400,0.0,0.0
2020-08-12 00:00:00-04:00,107.60486600059996,110.30965976352992,107.41010462326905,110.05159759521484,165598000,0.0,0.0
2020-08-13 00:00:00-04:00,111.43444145781272,113.00473225954684,110.94509357054578,111.99925994873047,210082000,0.0,0.0
2020-08-14 00:00:00-04:00,111.82395110215055,111.98949901322317,110.08567574687753,111.89942169189453,165565200,0.0,0.0
2020-08-17 00:00:00-04:00,113.0241893774422,113.04853640766869,110.97916514281515,111.6072769165039,119561600,0.0,0.0
2020-08-18 00:00:00-04:00,111.35894623327408,112.96331658371079,111.02297655985981,112.53726959228516,105633600,0.0,0.0
2020-08-19 00:00:00-04:00,112.94629218270236,114.09540227558831,112.5835459170633,112.6784896850586,145538000,0.0,0.0
2020-08-20 00:00:00-04:00,112.71987050380967,115.29319632845385,112.70282683961905,115.17877197265625,126907200,0.0,0.0
2020-08-21 00:00:00-04:00,116.14040455462136,121.5986783126057,116.12823475555052,121.11420440673828,338054800,0.0,0.0
2020-08-24 00:00:00-04:00,125.3284249869882,125.41364330957006,120.69303859679879,122.56277465820312,345937600,0.0,0.0
2020-08-25 00:00:00-04:00,121.43313191060219,121.90299909151933,119.83119107466611,121.55728912353516,211495600,0.0,0.0
2020-08-26 00:00:00-04:00,122.87683252443458,123.66806272085745,121.80805955440918,123.21036529541016,163022400,0.0,0.0
2020-08-27 00:00:00-04:00,123.8141318298438,124.14766458561553,120.5907768320979,121.73745727539062,155552400,0.0,0.0
2020-08-28 00:00:00-04:00,122.71370217000428,123.13244579194858,121.31627042883115,121.54025268554688,187630000,0.0,0.0
2020-08-31 00:00:00-04:00,124.24017021395687,127.57063853613053,122.70153019505685,125.66194152832031,225702700,0.0,4.0
2020-09-01 00:00:00-04:00,129.28456388151181,131.27116847594937,127.11294564543486,130.66738891601562,151948100,0.0,0.0
2020-09-02 00:00:00-04:00,133.98813369086878,134.36792358657635,123.67536471875171,127.96017456054688,200119000,0.0,0.0
2020-09-03 00:00:00-04:00,123.58771183000317,125.46718052250692,117.34551135279557,117.71556091308594,257599600,0.0,0.0
2020-09-04 00:00:00-04:00,116.92678671535833,120.4617572800833,107.98710202760628,117.79348754882812,332607200,0.0,0.0
2020-09-08 00:00:00-04:00,110.96697001005361,115.87503183912058,109.7302198285856,109.8665542602539,231366600,0.0,0.0
2020-09-09 00:00:00-04:00,114.19033711230628,116.02111927354656,112.24269366983658,114.24876403808594,176940500,0.0,0.0
2020-09-10 00:00:00-04:00,117.20918576977877,117.34552021964375,109.55494626315287,110.51902770996094,182274400,0.0,0.0
2020-09-11 00:00:00-04:00,111.57075280375336,112.21347869736357,107.12038789476668,109.06803131103516,180860300,0.0,0.0
2020-09-14 00:00:00-04:00,111.71683492125261,112.89515837432545,109.84709890131904,112.34008026123047,140150100,0.0,0.0
2020-09-15 00:00:00-04:00,115.23232135411556,115.71923219486175,110.6358818287243,112.5153579711914,184642000,0.0,0.0
2020-09-16 00:00:00-04:00,112.21349478503636,112.9633343387469,109.10700071322607,109.19464111328125,154679000,0.0,0.0
2020-09-17 00:00:00-04:00,106.84775031676733,109.26282470005802,105.86418802301307,107.4515151977539,178011000,0.0,0.0
2020-09-18 00:00:00-04:00,107.50991635719829,107.97734660906691,103.31273980959568,104.04310607910156,287104900,0.0,0.0
2020-09-21 00:00:00-04:00,101.80332967507266,107.3054242127271,100.4010239357237,107.19830322265625,195713800,0.0,0.0
2020-09-22 00:00:00-04:00,109.73023848769446,109.9055267053134,106.30238909052137,108.88301086425781,183055400,0.0,0.0
2020-09-23 00:00:00-04:00,108.69797818298632,109.17514872406446,103.97493710920857,104.31578063964844,150718700,0.0,0.0
2020-09-24 00:00:00-04:00,102.41682661585128,107.36384264511429,102.25127870963266,105.3869857788086,167743300,0.0,0.0
2020-09-25 00:00:00-04:00,105.59150832232065,109.49653619974002,104.85140160216112,109.3407211303711,149981400,0.0,0.0
2020-09-28 00:00:00-04:00,111.99923269077127,112.30111503190352,109.82760709095112,111.9505386352539,137672400,0.0,0.0
2020-09-29 00:00:00-04:00,111.55127413308996,112.29137324538236,110.59692563716497,111.10330963134766,99382200,0.0,0.0
2020-09-30 00:00:00-04:00,110.8111956998303,114.19035890619524,110.64564775874543,112.77831268310547,142675200,0.0,0.0
2020-10-01 00:00:00-04:00,114.56040549923848,114.63831303284829,112.7977902719268,113.73265838623047,116120400,0.0,0.0
2020-10-02 00:00:00-04:00,109.93473092714387,112.3498120079921,109.28227217240111,110.06132507324219,144712000,0.0,0.0
2020-10-05 00:00:00-04:00,110.9280312426724,113.59630056815382,110.57745484315866,113.45022583007812,106243800,0.0,0.0
2020-10-06 00:00:00-04:00,112.67117062665213,113.08018139775959,109.31148864679248,110.19766998291016,161498200,0.0,0.0
2020-10-07 00:00:00-04:00,111.61943340172876,112.52508777827475,111.14225547291966,112.06739044189453,96849000,0.0,0.0
2020-10-08 00:00:00-04:00,113.206779666247,113.35285441626657,111.59023197745923,111.96028900146484,83477200,0.0,0.0
2020-10-09 00:00:00-04:00,112.26215985337453,113.93713429847533,111.9115834611595,113.90792083740234,100506900,0.0,0.0
2020-10-12 00:00:00-04:00,116.91702744282793,121.90299707303168,116.15744772819468,121.14341735839844,240226800,0.0,0.0
2020-10-13 00:00:00-04:00,121.99063649380032,122.10749776807862,116.5177635009862,117.92980194091797,262330500,0.0,0.0
2020-10-14 00:00:00-04:00,117.83241993385298,119.809276699368,116.48854872829669,118.01744842529297,150712000,0.0,0.0
2020-10-15 00:00:00-04:00,115.61211517826072,118.02718887052616,115.05703709797092,117.55001831054688,112559200,0.0,0.0
2020-10-16 00:00:00-04:00,118.10510568656042,118.36804173088585,115.69976467276356,115.90426635742188,115393800,0.0,0.0
2020-10-19 00:00:00-04:00,116.81965398590057,117.26761109070254,112.63222499944558,112.94384765625,120639300,0.0,0.0
2020-10-20 00:00:00-04:00,113.15808061203983,115.8653112278617,112.60300253020057,114.43379211425781,124423700,0.0,0.0
2020-10-21 00:00:00-04:00,113.6157704572297,115.60236752064498,113.40152850485114,113.81053924560547,89946000,0.0,0.0
2020-10-22 00:00:00-04:00,114.37535009937378,114.94990873770219,111.59021957921263,112.71985626220703,101988000,0.0,0.0
2020-10-23 00:00:00-04:00,113.34310783010538,113.49892286939378,111.28834343492714,112.02845001220703,82572600,0.0,0.0
2020-10-26 00:00:00-04:00,111.02541726060738,113.49892534064216,109.92499395326571,112.03819274902344,111850700,0.0,0.0
2020-10-27 00:00:00-04:00,112.46667230975785,114.20981414129767,111.54154461515651,113.54761505126953,92276800,0.0,0.0
2020-10-28 00:00:00-04:00,112.03816678581278,112.40821628192136,108.19156739480803,108.28894805908203,143937800,0.0,0.0
2020-10-29 00:00:00-04:00,109.42834593101287,113.86897045793137,109.26279059723784,112.30111694335938,146129200,0.0,0.0
2020-10-30 00:00:00-04:00,108.15263578946613,109.05829026903429,104.90007487274673,106.0102310180664,190272600,0.0,0.0
2020-11-02 00:00:00-05:00,106.25369543303232,107.78259533653008,104.51055354833466,105.92259216308594,122866900,0.0,0.0
2020-11-03 00:00:00-05:00,106.78928656758603,108.57137455492787,105.8836321285859,107.54886627197266,107624400,0.0,0.0
2020-11-04 00:00:00-05:00,111.15201788927038,112.56405650493748,109.40887600344215,111.94081115722656,138235500,0.0,0.0
2020-11-05 00:00:00-05:00,114.8622797541516,116.4885678267502,113.81055784373574,115.91400909423828,126387100,0.0,0.0
2020-11-06 00:00:00-05:00,115.42137974783128,116.27981870511474,113.28502829338409,115.78231811523438,114457900,0.205,0.0
2020-11-09 00:00:00-05:00,117.54797309772637,119.00146877246537,113.20699283584307,113.47037506103516,154515300,0.0,0.0
2020-11-10 00:00:00-05:00,112.71924303088868,114.70926027820961,111.33402473178882,113.12895202636719,138023400,0.0,0.0
2020-11-11 00:00:00-05:00,114.31906384026838,116.69928328623824,113.58743745496243,116.56271362304688,112295000,0.0,0.0
2020-11-12 00:00:00-05:00,116.68952534133676,117.57722808905325,115.6652454976375,116.28956604003906,103162300,0.0,0.0
2020-11-13 00:00:00-05:00,116.5139390128418,116.73830026220503,114.98240146299398,116.33834838867188,81581900,0.0,0.0
2020-11-16 00:00:00-05:00,116.00666236482012,118.02595062070795,115.25552931764878,117.35285949707031,91183000,0.0,0.0
2020-11-17 00:00:00-05:00,116.6212327722634,117.71378992768877,116.04568289146974,116.46514892578125,74271000,0.0,0.0
2020-11-18 00:00:00-05:00,115.70428166118475,116.88463807429636,115.1092249031507,115.13848876953125,76322100,0.0,0.0
2020-11-19 00:00:00-05:00,114.70924075099313,116.14322943354533,113.9483506196358,115.7335205078125,74113000,0.0,0.0
2020-11-20 00:00:00-05:00,115.73353312647382,115.86034568136424,114.41660718303845,114.46537780761719,73604300,0.0,0.0
2020-11-23 00:00:00-05:00,114.30929761671617,114.7385207767759,110.96332625053886,111.06087493896484,127959300,0.0,0.0
2020-11-24 00:00:00-05:00,111.11941434226163,113.01188278583413,109.83174481299207,112.34854125976562,113874200,0.0,0.0
2020-11-25 00:00:00-05:00,112.71923279937354,113.88983194948227,112.34853736259839,113.18746948242188,76499200,0.0,0.0
2020-11-27 00:00:00-05:00,113.71425025675507,114.61171017176824,113.37282609805314,113.73375701904297,46691300,0.0,0.0
2020-11-30 00:00:00-05:00,114.10443850293899,118.00644542136735,113.94835465380783,116.13348388671875,169410200,0.0,0.0
2020-12-01 00:00:00-05:00,118.0454701527173,120.44520359107318,117.06996839196347,119.71357727050781,127728200,0.0,0.0
2020-12-02 00:00:00-05:00,119.03072893889201,120.34766235140043,117.92841456031734,120.06476593017578,89004200,0.0,0.0
2020-12-03 00:00:00-05:00,120.49396985375188,120.7476023862672,119.21606497499924,119.92818450927734,78967600,0.0,0.0
2020-12-04 00:00:00-05:00,119.59652823225333,119.85016080332304,118.54298442241485,119.2551040649414,78260400,0.0,0.0
2020-12-07 00:00:00-05:00,119.31362823363807,121.51826448637165,119.25510050455729,120.71835327148438,86712000,0.0,0.0
2020-12-08 00:00:00-05:00,121.32317422873233,121.91823098434014,120.07452554250538,121.33292388916016,82225500,0.0,0.0
2020-12-09 00:00:00-05:00,121.47923011856346,122.86444079891501,118.03571017773018,118.79660034179688,115089200,0.0,0.0
2020-12-10 00:00:00-05:00,117.54796013053175,120.83540368650691,117.20653600869163,120.22083282470703,81312200,0.0,0.0
2020-12-11 00:00:00-05:00,119.4306853501199,119.75260272945025,117.5967446503537,119.41117858886719,86939800,0.0,0.0
2020-12-14 00:00:00-05:00,119.59651146844232,120.32813777119685,118.56248200881195,118.79660034179688,79184500,0.0,0.0
2020-12-15 00:00:00-05:00,121.29388475624879,124.76667606814551,121.08903028060826,124.74716186523438,157243700,0.0,0.0
2020-12-16 00:00:00-05:00,124.28869163586886,125.22516505635238,123.45950912702416,124.67888641357422,98208600,0.0,0.0
2020-12-17 00:00:00-05:00,125.74218602149824,126.40553503820574,124.90325381167773,125.54708862304688,94359800,0.0,0.0
2020-12-18 00:00:00-05:00,125.80073287061994,125.93730254262911,123.03030357595766,123.55707550048828,192541500,0.0,0.0
