Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-07 14:30:00-04:00,208.94000244140625,210.07000732421875,208.8000030517578,209.4499969482422,4388321,0.0,0.0
2025-07-07 15:30:00-04:00,209.4600067138672,210.25,209.19000244140625,209.94000244140625,4768433,0.0,0.0
2025-07-08 09:30:00-04:00,210.1300048828125,210.49000549316406,208.4499969482422,209.27999877929688,9381795,0.0,0.0
2025-07-08 10:30:00-04:00,209.28500366210938,211.42999267578125,209.25999450683594,209.87069702148438,5854284,0.0,0.0
2025-07-08 11:30:00-04:00,209.8800048828125,211.18499755859375,209.77999877929688,210.8300018310547,3759768,0.0,0.0
2025-07-08 12:30:00-04:00,210.83999633789062,210.88999938964844,209.5,209.8350067138672,3725509,0.0,0.0
2025-07-08 13:30:00-04:00,209.83999633789062,210.25999450683594,209.32000732421875,209.94500732421875,2881574,0.0,0.0
2025-07-08 14:30:00-04:00,209.9499969482422,210.0449981689453,209.40499877929688,209.60499572753906,2636682,0.0,0.0
2025-07-08 15:30:00-04:00,209.58999633789062,210.33999633789062,209.3000030517578,210.03500366210938,5121140,0.0,0.0
2025-07-09 09:30:00-04:00,209.52999877929688,210.89999389648438,209.35000610351562,209.91000366210938,8992949,0.0,0.0
2025-07-09 10:30:00-04:00,209.88999938964844,209.89999389648438,207.22000122070312,207.80499267578125,8309318,0.0,0.0
2025-07-09 11:30:00-04:00,207.80999755859375,208.22000122070312,207.26589965820312,207.8000030517578,4676493,0.0,0.0
2025-07-09 12:30:00-04:00,207.81039428710938,209.0449981689453,207.57139587402344,208.9156036376953,3964765,0.0,0.0
2025-07-09 13:30:00-04:00,208.9149932861328,209.97999572753906,208.72000122070312,209.7324981689453,4016622,0.0,0.0
2025-07-09 14:30:00-04:00,209.7449951171875,210.19000244140625,209.6199951171875,209.88999938964844,3710492,0.0,0.0
2025-07-09 15:30:00-04:00,209.8800048828125,211.3300018310547,209.72999572753906,211.11000061035156,6191235,0.0,0.0
2025-07-10 09:30:00-04:00,210.5050048828125,212.29989624023438,210.1199951171875,212.00999450683594,9591288,0.0,0.0
2025-07-10 10:30:00-04:00,212.02999877929688,213.47999572753906,211.89999389648438,212.97999572753906,8759012,0.0,0.0
2025-07-10 11:30:00-04:00,212.99000549316406,213.17999267578125,211.8300018310547,212.0800018310547,4598153,0.0,0.0
2025-07-10 12:30:00-04:00,212.07000732421875,212.77999877929688,211.85000610351562,212.6199951171875,3384939,0.0,0.0
2025-07-10 13:30:00-04:00,212.61000061035156,213.16000366210938,212.30999755859375,212.60000610351562,3025386,0.0,0.0
2025-07-10 14:30:00-04:00,212.5948944091797,213.4499969482422,212.57000732421875,212.5749969482422,3341074,0.0,0.0
2025-07-10 15:30:00-04:00,212.5800018310547,213.02000427246094,212.08999633789062,212.4199981689453,4470431,0.0,0.0
2025-07-11 09:30:00-04:00,210.56500244140625,212.1300048828125,209.86000061035156,211.7899932861328,8592173,0.0,0.0
2025-07-11 10:30:00-04:00,211.7899932861328,211.7899932861328,210.47999572753906,210.8249969482422,4031708,0.0,0.0
2025-07-11 11:30:00-04:00,210.8300018310547,211.2100067138672,210.46499633789062,210.63499450683594,3418923,0.0,0.0
2025-07-11 12:30:00-04:00,210.6199951171875,211.2899932861328,210.4499969482422,211.1649932861328,2805663,0.0,0.0
2025-07-11 13:30:00-04:00,211.15499877929688,211.65980529785156,210.97999572753906,211.40499877929688,2380669,0.0,0.0
2025-07-11 14:30:00-04:00,211.41000366210938,211.51699829101562,210.6199951171875,211.16000366210938,2371782,0.0,0.0
2025-07-11 15:30:00-04:00,211.1300048828125,211.39999389648438,211.029296875,211.0749969482422,4157903,0.0,0.0
2025-07-14 09:30:00-04:00,209.90899658203125,210.91000366210938,207.5399932861328,208.02999877929688,11410322,0.0,0.0
2025-07-14 10:30:00-04:00,208.02999877929688,208.89169311523438,207.8249969482422,208.76499938964844,4099030,0.0,0.0
2025-07-14 11:30:00-04:00,208.77000427246094,209.17999267578125,208.55999755859375,208.8406982421875,3442253,0.0,0.0
2025-07-14 12:30:00-04:00,208.85000610351562,209.3300018310547,208.76019287109375,209.0,2496708,0.0,0.0
2025-07-14 13:30:00-04:00,209.0133056640625,209.4499969482422,208.96080017089844,209.0,2387557,0.0,0.0
2025-07-14 14:30:00-04:00,209.0,209.4073028564453,208.87010192871094,209.1999053955078,3211653,0.0,0.0
2025-07-14 15:30:00-04:00,209.1699981689453,209.19000244140625,208.52000427246094,208.5399932861328,4180894,0.0,0.0
2025-07-15 09:30:00-04:00,209.14999389648438,211.1300048828125,208.9199981689453,210.1699981689453,9804649,0.0,0.0
2025-07-15 10:30:00-04:00,210.13999938964844,211.42999267578125,209.19769287109375,211.42999267578125,5300718,0.0,0.0
2025-07-15 11:30:00-04:00,211.42999267578125,211.88999938964844,210.36000061035156,210.67999267578125,4617922,0.0,0.0
2025-07-15 12:30:00-04:00,210.69500732421875,211.07000732421875,210.3800048828125,210.67269897460938,2111068,0.0,0.0
2025-07-15 13:30:00-04:00,210.68499755859375,211.6699981689453,210.66000366210938,211.375,2756121,0.0,0.0
2025-07-15 14:30:00-04:00,211.38890075683594,211.47999572753906,209.9600067138672,210.17999267578125,3943223,0.0,0.0
2025-07-15 15:30:00-04:00,210.2030029296875,210.2899932861328,208.99000549316406,209.00999450683594,3872873,0.0,0.0
2025-07-16 09:30:00-04:00,210.2899932861328,212.39999389648438,209.91050720214844,212.0850067138672,11863740,0.0,0.0
2025-07-16 10:30:00-04:00,212.11000061035156,212.1844940185547,209.2899932861328,210.1199951171875,6716190,0.0,0.0
2025-07-16 11:30:00-04:00,210.1488037109375,210.5,208.63999938964844,209.58999633789062,5283557,0.0,0.0
2025-07-16 12:30:00-04:00,209.60000610351562,210.947998046875,209.3699951171875,210.35000610351562,2958239,0.0,0.0
2025-07-16 13:30:00-04:00,210.33999633789062,210.63189697265625,209.87100219726562,210.0384979248047,2325549,0.0,0.0
2025-07-16 14:30:00-04:00,210.0399932861328,210.58509826660156,210.0399932861328,210.3249969482422,2064165,0.0,0.0
2025-07-16 15:30:00-04:00,210.32000732421875,210.6365966796875,209.97000122070312,210.22000122070312,4310071,0.0,0.0
2025-07-17 09:30:00-04:00,210.625,211.00999450683594,209.58999633789062,209.9499969482422,9963627,0.0,0.0
2025-07-17 10:30:00-04:00,209.94000244140625,210.8300018310547,209.77000427246094,210.44000244140625,4483480,0.0,0.0
2025-07-17 11:30:00-04:00,210.4499969482422,211.4499969482422,210.10499572753906,211.38999938964844,5714933,0.0,0.0
2025-07-17 12:30:00-04:00,211.38890075683594,211.50999450683594,210.7899932861328,210.9550018310547,3852173,0.0,0.0
2025-07-17 13:30:00-04:00,210.9499969482422,211.8000030517578,210.9001007080078,211.27999877929688,5287499,0.0,0.0
2025-07-17 14:30:00-04:00,211.27999877929688,211.27999877929688,210.77999877929688,210.9949951171875,4445454,0.0,0.0
2025-07-17 15:30:00-04:00,210.99989318847656,211.0500030517578,209.74000549316406,210.06100463867188,7016080,0.0,0.0
2025-07-18 09:30:00-04:00,210.7550048828125,211.00999450683594,209.70449829101562,209.9542999267578,15729684,0.0,0.0
2025-07-18 10:30:00-04:00,209.9600067138672,211.00999450683594,209.77000427246094,210.85000610351562,4957360,0.0,0.0
2025-07-18 11:30:00-04:00,210.85499572753906,211.1300048828125,210.67999267578125,211.00999450683594,3993353,0.0,0.0
2025-07-18 12:30:00-04:00,211.02000427246094,211.7899932861328,210.8800048828125,211.19000244140625,3840387,0.0,0.0
2025-07-18 13:30:00-04:00,211.17999267578125,211.5399932861328,210.75999450683594,210.93499755859375,3054294,0.0,0.0
2025-07-18 14:30:00-04:00,210.92999267578125,211.19500732421875,210.7899932861328,210.9499969482422,2639727,0.0,0.0
2025-07-18 15:30:00-04:00,210.94000244140625,211.34500122070312,210.8300018310547,211.22000122070312,4433304,0.0,0.0
