Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-07-19 00:00:00-04:00,382.01283402352465,383.158421837106,379.52413182431144,380.85736083984375,54093000,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,377.85503277931537,379.32653603753215,371.05067513239544,372.0777587890625,71941700,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,374.46769244680104,375.19851651109593,370.5272882461257,370.9618225097656,60499600,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,371.93951989598725,372.88758098019736,369.68785598453917,371.55438232421875,40380100,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,372.26547891151307,375.74172338293687,372.2457081722983,374.0727233886719,38894400,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,373.0258651673939,374.52696443414567,370.5174227181193,372.8283386230469,47075700,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,378.30936822449985,379.9289712959523,370.64579672132845,371.93951416015625,63940200,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,376.00829512373997,379.74131748290506,375.49476834029525,378.7142639160156,56902900,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,379.02042231827784,380.0968726247332,377.5884302735675,378.9117736816406,44019900,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,377.5587913254608,378.7932567911056,375.95892890411585,378.0328369140625,41060600,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,374.54671639674933,374.54671639674933,368.4928927896353,369.73724365234375,72687100,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,367.3176992961401,371.27787446309185,367.14979871885635,369.14471435546875,47666400,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,371.08035884566385,373.40116019811114,366.91280178030746,367.4164733886719,61702800,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,369.2335957224449,370.6260765059669,366.89305381719356,370.5273132324219,37230400,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,368.0089833922785,368.02872398993634,364.2364496957481,367.3769226074219,44726500,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,367.6633405275586,367.82135572957196,362.57734864967153,363.3377685546875,51150900,0.0,0.0,0.0
