Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-07-19 00:00:00-04:00,443.2131170478764,444.5962845348713,442.33642726652124,443.398193359375,65891700,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,442.3948774694611,443.3007584912939,439.7356466966679,440.4564514160156,70591600,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,442.1903006763833,442.3948774694611,440.4467308970769,440.4564514160156,71275600,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,441.61563576284726,443.242351358419,440.5733701302625,442.42413330078125,54023400,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,442.1514076693892,444.8982720458587,442.10268616391835,443.6319885253906,55191200,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,442.687120179267,445.1417743398263,441.6253837862583,443.7001647949219,71052900,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,447.11915133944154,447.52827523786544,439.8428220155656,440.7584533691406,92194400,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,444.06056379051773,445.9112972112307,440.758440863608,445.0736083984375,80011800,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,445.5508983930142,446.28145341174877,444.2261431680017,445.9210510253906,62040400,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,444.44044272200057,445.39504531941805,443.6806666877654,444.64501953125,55291500,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,441.4987599543318,441.7617490657216,437.6998797135655,438.45965576171875,93933400,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,436.42378673872713,439.1024881730683,435.7711445823999,437.2030334472656,64276100,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,439.03430756147105,441.15778016598955,434.6996695985168,435.2256774902344,100128900,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,437.07645044173086,439.180452473231,436.37511643123077,439.02459716796875,58357500,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,436.4627752538802,439.01487241076063,433.7256315080444,437.11541748046875,71361300,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,437.3881662671783,437.55377182048136,433.42368049768965,434.1932067871094,78789600,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,436.56991547990276,439.98892228140517,433.1704091693041,434.3490295410156,93005500,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,432.4593585380865,435.11858955978454,431.8554378003375,434.0957946777344,68690900,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,433.17044035569324,436.49200439453125,432.8587297423723,436.49200439453125,47867400,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,434.6996914970112,435.06012359694716,430.83261921259293,431.4073486328125,75707500,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,430.9885025432477,432.6639099581544,428.1344746533026,428.24163818359375,80107200,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,429.72218687393826,429.985175967292,424.45244667677787,424.97845458984375,95711300,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,422.1341595983843,426.2252795266079,421.7835074638071,425.1830139160156,98852000,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,426.20580215477963,428.6994276682398,424.03363750847916,427.94940185546875,68719000,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,429.7416631589512,429.7416631589512,426.22527271805467,426.79022216796875,64994200,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,427.8617052164373,432.16712236446233,427.71560016391174,431.543701171875,68441000,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,433.1606876122368,433.6769453072907,425.5336765078008,425.56292724609375,88517300,0.0,0.0,0.0
2023-08-25 00:00:00-04:00,427.30645595419304,429.8585231713777,423.7218734464887,428.5630187988281,102325100,0.0,0.0,0.0
2023-08-28 00:00:00-04:00,430.77416354640883,431.90409213335346,428.56302787298,431.28070068359375,61595400,0.0,0.0,0.0
2023-08-29 00:00:00-04:00,431.1735437614665,437.7972600904608,430.98846745487197,437.5147705078125,83081900,0.0,0.0,0.0
2023-08-30 00:00:00-04:00,437.8557538791918,439.95975604000654,437.14466957892125,439.3168640136719,69053900,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,439.94017248040393,441.0895717681803,438.4888128666246,438.67388916015625,66084600,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,441.4208329161118,441.9078695909099,438.02129671209656,439.4921569824219,58944100,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,439.04410194146914,439.36553307483445,437.5245498582943,437.59271240234375,55166200,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,436.7745043608563,436.8816678920111,432.3035110450911,434.6510314941406,70758500,0.0,0.0,0.0
2023-09-07 00:00:00-04:00,431.6215901080159,433.9983312522978,431.2709380013302,433.3164978027344,70355400,0.0,0.0,0.0
2023-09-08 00:00:00-04:00,433.3652260097677,435.51791978263486,433.0048236276994,433.9691467285156,61659700,0.0,0.0,0.0
2023-09-11 00:00:00-04:00,436.61863486064624,437.13489255414964,434.8945357090652,436.8232116699219,60180100,0.0,0.0,0.0
2023-09-12 00:00:00-04:00,435.3621032708454,436.9011261111057,433.8425511964354,434.4269714355469,67565400,0.0,0.0,0.0
2023-09-13 00:00:00-04:00,434.650982103864,436.1023417850181,433.54052429112454,434.9334716796875,60199300,0.0,0.0,0.0
2023-09-14 00:00:00-04:00,437.4270911503676,439.384958212086,436.1120862886206,438.6836242675781,83430800,0.0,0.0,0.0
2023-09-15 00:00:00-04:00,437.0835139914859,437.41586356710224,432.9584236346242,433.3982849121094,111848900,1.583,0.0,0.0
2023-09-18 00:00:00-04:00,433.0854327520232,434.9622635141281,432.6064627970625,433.65240478515625,55752200,0.0,0.0,0.0
2023-09-19 00:00:00-04:00,432.72381922415445,433.3201154224225,430.0454532295928,432.7531433105469,66514600,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,434.0238779369196,434.44419974165896,428.5693597886313,428.774658203125,82562600,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,425.9007142987049,426.16463100872096,421.5312475567372,421.6876525878906,104095800,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,422.7238443366611,424.3367284697756,420.31915034642003,420.739501953125,100829700,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,419.51767406424574,422.54792899068275,419.0777829523611,422.50885009765625,70874500,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,419.43940127087836,420.1529936958705,415.4609318360092,416.3016052246094,96168400,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,417.48439133556235,418.0513633643946,412.7923592127114,416.4677734375,104705800,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,415.9106261692443,420.5733343253754,415.3143300435596,418.8822326660156,92258300,0.0,0.0,0.0
2023-09-29 00:00:00-04:00,421.96142773266575,422.13737223678123,416.33096495125204,417.86566162109375,115111300,0.0,0.0,0.0
2023-10-02 00:00:00-04:00,417.0250400781538,418.9605193580264,414.9136162722614,417.69952392578125,83798600,0.0,0.0,0.0
2023-10-03 00:00:00-04:00,415.500051323109,417.7580951514268,410.72980173267064,412.10809326171875,103760600,0.0,0.0,0.0
2023-10-04 00:00:00-04:00,412.5773245188018,415.86174118597603,411.10127604748675,415.10906982421875,87453000,0.0,0.0,0.0
