Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-07-19 00:00:00-04:00,178.09396568313258,178.83310833876783,176.52697182438504,177.2069854736328,10495000,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,176.07364043086818,176.822632912583,173.1269196131223,173.66896057128906,12178000,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,174.77273626048333,175.64985158590966,173.37329467597695,173.58026123046875,7435700,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,174.34895466422032,174.77272252349255,173.2155936901334,173.88575744628906,5654100,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,174.44750481054132,176.4579811197763,174.4179403093374,175.87652587890625,5401100,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,174.03360253092524,174.45738548308614,172.28923665019852,173.5112762451172,7750800,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,175.85682952889732,176.3890056439329,172.22024512281564,173.0086669921875,6928500,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,174.6150215534694,175.88635510797454,174.250382722715,175.36402893066406,5643700,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,175.5217313217152,175.98492854324246,174.76287405952675,175.7681121826172,5069200,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,175.19651602910474,176.43827021995878,174.73331878312612,176.0637664794922,4422900,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,174.51651180070544,174.62491999257352,171.08689406199042,171.707763671875,7909300,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,170.30831308240752,172.01326452132557,170.1999048962396,171.00804138183594,5660500,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,170.4265709609936,171.45152381815052,168.41610964563984,168.6822052001953,7215900,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,169.39178923968066,169.9732445135986,167.93320358721087,169.15525817871094,4768000,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,167.97262812532804,168.07117145281342,166.1691183117085,167.8543701171875,5730900,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,168.0810328842017,168.0810328842017,165.1145975787491,165.6862030029297,7150900,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,166.94765615666722,168.39637674218147,164.88791588182357,165.70590209960938,6365700,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,164.38531287986032,165.44968000012744,163.9122658390397,164.48385620117188,5386000,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,164.31631363007847,167.12506135846075,163.9221102819764,167.1053466796875,5164000,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,166.61259433919506,167.20391443247402,165.07518014214332,165.45953369140625,4683200,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,165.1047603128858,166.05086954434717,163.87285586654843,163.88270568847656,4889700,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,164.61199887849182,164.9175087757588,162.07921115123307,162.32559204101562,6307400,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,160.67974212761655,163.23225937859357,160.58119880200692,162.57196044921875,6829300,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,163.40963890937505,166.01142018514506,163.25195155014188,165.6763458251953,6566400,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,167.1644921762345,167.26305054193404,165.1244663397326,165.48910522460938,5680900,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,165.89316829387172,168.967996722681,165.88331847276726,168.47523498535156,5056600,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,170.5941350951442,170.6039849171503,164.46417731858557,164.59228515625,6964500,0.0,0.0,0.0
2023-08-25 00:00:00-04:00,165.2525666783115,167.18419927803103,163.78414634606483,166.26766967773438,7843300,0.0,0.0,0.0
2023-08-28 00:00:00-04:00,167.52914222135166,167.98247460212792,166.33665219072807,167.627685546875,4481900,0.0,0.0,0.0
2023-08-29 00:00:00-04:00,167.14477648075552,171.15584894286079,166.96737444711317,170.98831176757812,6856900,0.0,0.0,0.0
2023-08-30 00:00:00-04:00,171.01788905309542,172.45675995706213,170.4265689472691,172.27935791015625,6133300,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,172.67359807220464,173.77737970166314,172.48634618051503,173.11708068847656,5981700,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,174.2011369968461,174.42781824025707,172.7622810374426,173.6492462158203,4622300,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,173.21560895517848,174.8121672878972,172.65386836688333,174.27012634277344,5030200,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,173.5901108436308,174.02374359507766,171.36283311962111,172.4272003173828,9071600,0.0,0.0,0.0
2023-09-07 00:00:00-04:00,169.22425949348232,170.30832640205017,168.60337482978954,169.93382263183594,6256800,0.0,0.0,0.0
2023-09-08 00:00:00-04:00,169.92396584106075,171.382536460026,169.84512215383347,170.28860473632812,4292400,0.0,0.0,0.0
2023-09-11 00:00:00-04:00,171.78660265705392,171.9442900296168,169.67758292218588,171.1755828857422,4136400,0.0,0.0,0.0
2023-09-12 00:00:00-04:00,169.7465843427161,170.34775431921298,167.76567235172172,168.07118225097656,6121500,0.0,0.0,0.0
2023-09-13 00:00:00-04:00,168.00218760444028,169.40162913121222,167.52914054812598,168.4949493408203,5004400,0.0,0.0,0.0
2023-09-14 00:00:00-04:00,169.52974338288243,170.14076309282822,168.46537628182278,169.7169952392578,4736600,0.0,0.0,0.0
2023-09-15 00:00:00-04:00,169.10598635569855,169.1552655419493,166.0114429366453,166.45492553710938,6558400,0.0,0.0,0.0
2023-09-18 00:00:00-04:00,165.97099310619762,167.8079829477456,165.92160866104513,167.25491333007812,4971900,0.36,0.0,0.0
2023-09-19 00:00:00-04:00,166.54381983892583,167.59070377011483,165.63520331242185,167.166015625,4118300,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,167.620321475299,167.83760096548272,164.4697839376509,164.53892517089844,5380200,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,162.81058478404432,163.9661084663585,161.9513376330798,162.0303497314453,7370600,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,162.74144009980333,163.86733610513568,162.01058950791452,162.3760223388672,6268900,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,161.96120053417786,163.1463517011053,161.54639837925401,162.89944458007812,5288700,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,161.83281918948842,161.92170214459227,159.41313219044767,159.96620178222656,7463000,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,160.7365614814815,161.0526098805218,158.62303679045502,160.21311950683594,5832600,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,159.45264695962024,162.37603447566758,158.7020545899678,161.34889221191406,6414700,0.0,0.0,0.0
2023-09-29 00:00:00-04:00,162.93896005176194,164.45003058416034,161.34887742400736,161.90194702148438,7941900,0.0,0.0,0.0
2023-10-02 00:00:00-04:00,161.98094353350595,164.11422469284238,161.7340364105276,163.64016723632812,6828100,0.0,0.0,0.0
2023-10-03 00:00:00-04:00,162.71180504030914,163.82783013400737,160.0353250155159,160.8649444580078,7419400,0.0,0.0,0.0
2023-10-04 00:00:00-04:00,160.9933390725529,163.30440154180636,160.9933390725529,162.86984252929688,7597100,0.0,0.0,0.0
2023-10-05 00:00:00-04:00,162.85996224021795,163.35377657699243,161.13161206150724,163.08712768554688,6011500,0.0,0.0,0.0
2023-10-06 00:00:00-04:00,161.9711064463349,166.8499946248847,161.49704889097504,166.13890075683594,8312800,0.0,0.0,0.0
2023-10-09 00:00:00-04:00,165.1216347804111,167.2549162602303,164.36115650778706,166.9981231689453,6569600,0.0,0.0,0.0
2023-10-10 00:00:00-04:00,167.11664592566126,168.59808886013488,166.65245926725817,167.25491333007812,10201400,0.0,0.0,0.0
2023-10-11 00:00:00-04:00,167.7684527329053,168.88447778865043,167.23513996016894,168.8054656982422,5194600,0.0,0.0,0.0
2023-10-12 00:00:00-04:00,168.95363011586892,170.69185100897005,167.6795807956279,168.9635009765625,7702900,0.0,0.0,0.0
2023-10-13 00:00:00-04:00,169.29928501990557,169.58570573994632,165.96109568297666,166.54380798339844,7591600,0.0,0.0,0.0
2023-10-16 00:00:00-04:00,166.8203647486488,168.9042618761561,166.79073709370937,168.14378356933594,7272100,0.0,0.0,0.0
2023-10-17 00:00:00-04:00,166.03023607942075,168.23264352546897,164.83519890357363,167.36354064941406,7658900,0.0,0.0,0.0
2023-10-18 00:00:00-04:00,166.18827934506774,167.54132579099215,164.9636143777234,165.64508056640625,6431400,0.0,0.0,0.0
2023-10-19 00:00:00-04:00,166.30675386656716,167.4227788359542,164.41050905354723,164.69691467285156,9995900,0.0,0.0,0.0
2023-10-20 00:00:00-04:00,164.61794294347678,164.736468633981,161.74395490655763,161.91184997558594,7675200,0.0,0.0,0.0
2023-10-23 00:00:00-04:00,160.90445006519468,163.74882526199204,160.005704420371,162.0994873046875,7579500,0.0,0.0,0.0
2023-10-24 00:00:00-04:00,162.74144236120674,163.462407032267,161.45752214464937,163.2154998779297,5590200,0.0,0.0,0.0
2023-10-25 00:00:00-04:00,163.9957349117217,164.19325762117242,160.80569869754362,161.2896270751953,7764800,0.0,0.0,0.0
2023-10-26 00:00:00-04:00,161.57603844190692,162.28713221069896,157.5267553179532,158.20822143554688,10323200,0.0,0.0,0.0
2023-10-27 00:00:00-04:00,159.17607816292175,160.73653294864366,158.42548595346662,159.12669372558594,8115800,0.0,0.0,0.0
2023-10-30 00:00:00-04:00,159.96620913852226,161.40813848768147,159.48226568845277,160.8353271484375,7090400,0.0,0.0,0.0
2023-10-31 00:00:00-04:00,160.91433152100976,162.119239700653,159.66005396401818,161.98097229003906,5446800,0.0,0.0,0.0
2023-11-01 00:00:00-04:00,162.26738002640562,165.32901960727136,162.26738002640562,165.1117401123047,10472900,0.0,0.0,0.0
2023-11-02 00:00:00-04:00,166.6030460429396,168.0548610735372,166.3758957184965,167.90670776367188,8096300,0.0,0.0,0.0
2023-11-03 00:00:00-04:00,167.73882583255352,170.31653689733497,167.37340809904546,169.63507080078125,7830900,0.0,0.0,0.0
2023-11-06 00:00:00-05:00,169.86225414920543,170.81036919842572,169.32892624775417,170.75111389160156,5549600,0.0,0.0,0.0
2023-11-07 00:00:00-05:00,171.20541992550002,173.1214067069007,170.94862685055787,172.6177215576172,6514900,0.0,0.0,0.0
2023-11-08 00:00:00-05:00,173.21031493686328,173.88189517547448,172.42020901436652,173.59548950195312,5361200,0.0,0.0,0.0
2023-11-09 00:00:00-05:00,173.8522853756561,175.12633488564887,172.55849414133587,172.78564453125,7187300,0.0,0.0,0.0
2023-11-10 00:00:00-05:00,173.8324865911723,177.41758286303707,173.63496390548053,177.299072265625,6673200,0.0,0.0,0.0
