Date,Open,High,Low,Close,Volume,symbol,sector,volume_sma_20,volume_ratio,rsi_14,macd_line,macd_signal,macd_histogram,stochastic_k,stochastic_d,sma_5,sma_10,sma_20,sma_50,sma_200,ema_12,ema_26,price_vs_sma20,price_vs_sma50,bb_upper,bb_middle,bb_lower,bb_position,atr_14,historical_vol_20,historical_vol_50,pivot_point,support_1,resistance_1,daily_return,forward_return_1d,forward_return_5d,price_change,price_range,gap
2025-05-06 00:00:00-04:00,431.408009380462,436.92787448428356,430.3798980651205,432.5159606933594,15104200,MSFT,XLK,26123245.0,0.5781900372637473,72.0481753603518,11.783512191738794,4.582449612838652,7.2010625789001415,92.61601320736973,94.55924004150602,424.30504150390624,405.67125244140624,390.1776947021484,387.3053662109375,412.29108154296875,407.3064243245327,395.5229121327939,1.108510216155567,1.1167311336910288,438.80649570131214,390.1776947021484,341.5488937029847,0.9353208913369986,12.39652518314121,0.5140682359392685,0.39281362040690887,433.2745777475878,429.621281010892,436.16925743005504,-0.00655709413868899,9.236077600838222e-05,0.03653281457011359,1.1079513128973986,6.547976419163035,-3.9627181586005236
2025-05-07 00:00:00-04:00,433.04500054847074,437.3171563878889,430.319992206568,432.555908203125,23295300,MSFT,XLK,25494565.0,0.9137359276379102,82.90342826938907,12.924862754057528,6.250932241082428,6.6739305129751,92.66375370536876,93.76915229501931,431.90908203125,411.5564483642578,394.10997619628904,388.0130676269531,412.2849401855469,411.19096030585456,398.26609755179703,1.0975512783966872,1.1147972691966053,443.1082406015664,394.10997619628904,345.11171179101166,0.8923193247095413,11.632214278893438,0.5104778923742499,0.3909497869332744,433.39768559919395,429.478214810499,436.4753789918199,9.236077600838222e-05,0.011122625157401034,0.04520589541746611,-0.489092345345739,6.997164181320898,0.529039855111364
2025-05-08 00:00:00-04:00,437.12748451655574,442.85698666150637,434.86165526525525,437.3670654296875,23491300,MSFT,XLK,24159145.0,0.9723564306601082,87.12159102598706,14.055587345914148,7.811863262048773,6.243724083865375,93.7499994698227,93.0099221275204,434.4584045410156,416.6341278076172,396.48960876464844,388.780458984375,412.27392639160155,415.2180534018289,401.16246605591476,1.1030984312360717,1.1249718326179177,449.0915253630854,396.48960876464844,343.8876921662115,0.888554821843257,11.838264358163713,0.38196059137998895,0.39144704152731025,438.3619024521497,433.86681824279304,441.86214963904416,0.011122625157401034,0.001278080867763709,0.036040526823021946,0.23958091313176055,7.995331396251117,4.5715763134307394
2025-05-09 00:00:00-04:00,439.19371771814804,439.93235195021686,435.08127232610667,437.9260559082031,15324200,MSFT,XLK,23024135.0,0.665571149578475,95.90586962630844,14.82589686835422,9.214669983309864,5.611226885044356,94.10573592955693,93.50649636824947,435.1471435546875,421.31353759765625,399.35335235595704,389.70276611328126,412.25623016357423,418.7115922489634,403.8856953806092,1.096587904733212,1.123743770863828,454.49941801703545,399.35335235595704,344.20728669487863,0.8497321439874753,11.32135617557419,0.366450454043999,0.38872891623934414,437.64656006150886,435.3607681728009,440.21184779691106,0.001278080867763709,0.024001040839065624,0.037321216413062075,-1.2676618099449115,4.851079624110184,1.8266522884605365
2025-05-12 00:00:00-04:00,445.12281367736733,448.5465208630377,438.9740982732109,448.4367370605469,22821900,MSFT,XLK,22973270.0,0.9934110381325776,96.03526650825579,16.098918407382143,10.591519668124322,5.507398739257821,99.8559458375374,95.903893745639,437.7603454589844,427.112890625,402.3882797241211,390.7462506103516,412.37023071289065,423.28469145074547,407.1857730433633,1.1144378692341554,1.1476418170617937,461.3891211416292,402.3882797241211,343.38743830661303,0.890235598595728,11.463235530974247,0.3691475201623376,0.39123594290657593,445.31911873226517,442.09171660149264,451.6641391913194,0.024001040839065624,-0.00026704095955087936,0.023265841520990094,3.3139233831795423,9.572422589826772,7.196757769164208
2025-05-13 00:00:00-04:00,446.9594623818115,449.8441812103938,444.54388351816056,448.3169860839844,23618800,MSFT,XLK,23191650.0,1.0184182669193438,95.52930432671036,16.903283708605272,11.853872476220513,5.0494112323847595,97.97297507441634,97.31155228050356,440.92055053710936,432.6127960205078,405.4491622924805,391.95702880859375,412.5357327270508,427.13581370201297,410.2325299934077,1.1057292202778808,1.143791163655629,467.38892216894874,405.4491622924805,343.5094024160122,0.846044478352829,10.8743191596534,0.36872357392233224,0.3873765635995611,447.5683502708462,445.29251933129865,450.5928170235319,-0.00026704095955087936,0.008460529904765979,0.021977814023544928,1.357523702172898,5.300297692233244,-1.477274678735398
2025-05-14 00:00:00-04:00,447.3187935842875,453.0682176126866,447.3187935842875,452.1099853515625,19902800,MSFT,XLK,23326795.0,0.8532162262325365,94.97123198490506,17.643429828174874,13.011783946611386,4.631645881563488,98.6179214540282,98.81561412199397,444.83136596679685,438.37022399902344,408.8035034179687,393.2412713623047,412.6861112976074,430.9779939557898,413.33456412761495,1.105934713307279,1.149701260463631,473.2991412494946,408.8035034179687,344.30786558644286,0.835731867996391,10.282546658340445,0.3655193096808894,0.3874970836612246,450.8323321828455,448.5964467530044,454.3458707814035,0.008460529904765979,0.0022561313934634786,0.0010175001383756488,4.791191767274995,5.749424028399119,-0.9981924996968701
2025-05-15 00:00:00-04:00,450.7699890136719,456.19000244140625,450.42999267578125,453.1300048828125,21992300,MSFT,XLK,23328020.0,0.9427418186369868,94.71577212466126,18.103620727491318,14.030151302787374,4.073469424703944,95.7766618522346,97.45585279355971,447.98395385742185,441.22117919921874,412.91355285644534,394.2981689453125,412.83434555053714,434.38599563687023,416.2823749093789,1.097396783777521,1.149206464982747,477.7226270869774,412.91355285644534,348.10447862591326,0.8102686815376609,10.154965627897147,0.326084554528464,0.38192700195896023,453.25,450.30999755859375,456.07000732421875,0.0022561313934634786,0.0025157992597604206,0.0038178457619406636,2.360015869140625,5.760009765625,-1.339996337890625
2025-05-16 00:00:00-04:00,452.04998779296875,454.3599853515625,448.7300109863281,454.2699890136719,23849800,MSFT,XLK,23464500.0,1.0164205501928445,95.73703624977804,18.34879897638416,14.893880837506734,3.454918138877426,97.35004169176563,97.24820833267614,451.25274047851565,443.19994201660154,417.27174987792966,395.4603143310547,413.0071846008301,437.4450715409936,419.0962725646094,1.088667011717342,1.1487119504825594,480.8214423710069,417.27174987792966,353.7220573848524,0.7910969171076051,10.122192551097445,0.31844906167158593,0.3807555597671906,452.4533284505208,450.54667154947913,456.1766459147135,0.0025157992597604206,0.010126150119454946,-0.009003448250611834,2.220001220703125,5.629974365234375,-1.08001708984375
2025-05-19 00:00:00-04:00,450.8800048828125,459.5899963378906,450.79998779296875,458.8699951171875,21336500,MSFT,XLK,23490960.0,0.9082855702789498,95.8398991356189,18.698739089890694,15.654852487983527,3.0438866019071664,99.05081241216011,97.39250531872011,453.3393920898437,445.54986877441405,422.2921539306641,396.78592895507813,413.2256997680664,440.7412136296388,422.0424745397481,1.0866173828854255,1.1564674088257252,482.03000987711647,422.2921539306641,362.5542979842117,0.806152946126079,10.413525172790363,0.29143297217711656,0.380068691123358,456.4199930826823,453.249989827474,462.03999837239587,0.010126150119454946,-0.0015254466339085226,0.003966280958845436,7.989990234375,8.790008544921875,-3.389984130859375
