Date,Open,High,Low,Close,Volume,symbol,sector,volume_sma_20,volume_ratio,rsi_14,macd_line,macd_signal,macd_histogram,stochastic_k,stochastic_d,sma_5,sma_10,sma_20,sma_50,sma_200,ema_12,ema_26,price_vs_sma20,price_vs_sma50,bb_upper,bb_middle,bb_lower,bb_position,atr_14,historical_vol_20,historical_vol_50,pivot_point,support_1,resistance_1,daily_return,forward_return_1d,forward_return_5d,price_change,price_range,gap
2025-05-06 00:00:00-04:00,313.3328999047109,315.45089247164987,311.1055422565174,315.0034484863281,2691700,MCD,XLY,3933615.0,0.684281506959883,55.137095039587024,2.1839920554814967,2.2954432116930987,-0.11145115621160206,70.04813359307775,58.24328646832061,313.772412109375,314.2685974121094,311.1219421386719,307.90489501953124,291.9538833618164,313.01479055124645,310.83079849576495,1.0124758360692097,1.0230543702994608,321.57500647644656,311.1219421386719,300.66887780089723,0.6856635634408883,6.204092083305596,0.20030302196835587,0.2550912279297832,313.8532944048318,312.2556963380137,316.60104655314615,0.0033891737745510575,0.004229883783553046,-0.02556909089517545,1.6705485816171972,4.3453502151324415,-0.6065532202890722
2025-05-07 00:00:00-04:00,314.69518788660577,317.43960193449567,314.33720236572475,316.33587646484375,2725900,MCD,XLY,3791785.0,0.7188962454358567,61.312973318814635,2.2871447185871716,2.2937835130719133,-0.006638794484741695,78.09125761289674,70.58825955506005,313.4701293945312,314.2337951660156,312.03178253173826,308.0877325439453,292.27867919921874,313.52572684564603,311.23858212705886,1.0137937677315538,1.026772062142143,320.75066762278357,312.03178253173826,303.31289744069295,0.7468259352062107,5.934192948919474,0.2000341657921413,0.2543067993055953,316.0375602550214,314.6355185755471,317.73791814431803,0.004229883783553046,-0.014585323471829281,-0.033414067596438835,1.6406885782379845,3.1023995687709203,-0.30826059972235953
2025-05-08 00:00:00-04:00,316.28612573082086,317.85723207209213,311.4137661010156,311.7220153808594,2131500,MCD,XLY,3485075.0,0.611608071562305,52.585591533281104,1.9738407700850757,2.229794964474546,-0.2559541943894703,50.23995344706513,66.12644821767987,313.44028930664064,313.9623321533203,312.50559387207034,308.30582946777344,292.5693650054932,313.2482327741404,311.2743920040553,0.997492593711677,1.0110805102809224,319.91725440159246,312.50559387207034,305.0939333425482,0.4471388032351313,5.978230716074393,0.20511794097524338,0.25199341507198403,313.6643378513224,309.47144363055264,315.9149096016292,-0.014585323471829281,0.0006060987573850429,0.0031580574569090025,-4.5641103499614815,6.4434659710765345,-0.04975073402289354
2025-05-09 00:00:00-04:00,311.13534984187737,312.4777423938087,309.41512584423094,311.91094970703125,1917800,MCD,XLY,3278490.0,0.5849644195956065,56.206183603374434,1.7209524834287322,2.1280264682653836,-0.40707398483665136,27.02694624055333,51.78605243350506,313.7823486328125,313.658056640625,312.84864807128906,308.41539306640624,292.8878156280518,313.04249691766205,311.3215444342333,0.9970027092332387,1.01133392404922,319.3915007703265,312.84864807128906,306.3057953722516,0.42834177938961066,5.758050956431739,0.2031261745842673,0.2486609564193242,311.2679393150236,310.05813623623857,313.1207527858163,0.0006060987573850429,-0.0056106735567375,0.015716636965498854,0.7755998651538789,3.06261654957774,-0.5866655389820039
2025-05-12 00:00:00-04:00,310.25040798684415,310.4194322667587,303.2898849653575,310.1609191894531,4137900,MCD,XLY,3263390.0,1.2679759391307812,38.584254576202184,1.3636050863482296,1.9751421918819527,-0.6115371055337231,41.20460225516859,39.490500647595674,313.0266418457031,313.17181701660155,312.9490798950195,308.52198913574216,293.2008381652832,312.5991772671684,311.23557218082016,0.9910906889181407,1.0053121985188223,319.2454227734456,312.9490798950195,306.6527370165934,0.27858887616176536,5.5726720763176445,0.2015909134332998,0.24870772261555135,307.9567454738564,305.49405868095414,312.62360598235534,-0.0056106735567375,-0.010355342375690357,0.02984733483132973,-0.08948879739102722,7.129547301401203,-1.6605417201870978
2025-05-13 00:00:00-04:00,309.89239479796163,310.4094815973739,306.71045990794,306.9490966796875,3018600,MCD,XLY,3210905.0,0.9401087855293134,35.59869761192736,0.811878667488827,1.7424894870033276,-0.9306108195145006,21.943765427287897,30.058437974336595,311.415771484375,312.594091796875,312.5821594238281,308.6094921875,293.50713233947755,311.7299340998636,310.9180554323748,0.9819789371392026,0.9946197523088379,319.38501464526115,312.5821594238281,305.77930420239505,0.08597805180440288,5.473947419664573,0.1910971230354977,0.249275642068043,308.02301272833375,305.6365438592936,309.3355655487275,-0.010355342375690357,-0.003854999369662715,0.03599076486353092,-2.9432981182741287,3.6990216894338914,-0.2685243914914963
2025-05-14 00:00:00-04:00,306.5016250550747,307.1678598426283,303.9660182967782,305.76580810546875,2656600,MCD,XLY,3198675.0,0.8305313919044605,36.75576148568019,0.2759688220399994,1.449185354010662,-1.1732165319706627,14.847754337314537,25.998707339923666,309.3017578125,311.3859436035156,312.33456268310545,308.6438970947266,293.8048721313477,310.8123762545721,310.5364074325321,0.9789688514738558,0.9906750497374179,319.755514523074,312.33456268310545,304.9136108431369,0.057418325890622374,5.321951280081278,0.18758514277674587,0.24924280353081807,305.63322874829174,304.0985976539552,307.3004391998053,-0.003854999369662715,0.022699213340926727,0.02907318989465768,-0.7358169496059759,3.2018415458500726,-0.4474716246127741
2025-05-15 00:00:00-04:00,306.06410126593596,313.35277956951006,306.06410126593596,312.7064514160156,2928500,MCD,XLY,3190155.0,0.9179804743029727,47.130527897450605,0.4066209825642204,1.2406724797213737,-0.8340514971571533,59.22444205206546,32.00532060555596,309.49864501953124,311.46946716308594,312.6020446777344,308.78370361328126,294.0912957763672,311.1037724332557,310.6971514506915,1.0003339924995975,1.0127038692678134,319.64349132598795,312.6020446777344,305.56059802948084,0.5074137278528641,5.384454046736404,0.20094957944873074,0.25405636290468425,310.70777741715386,308.06277526479766,315.35145356837177,0.022699213340926727,0.013132730183623709,-0.0005405608501805048,6.642350150079665,7.288678303574102,0.2982931604672103
2025-05-16 00:00:00-04:00,312.59706263818185,316.86287709460083,311.6027022746183,316.8131408691406,2636900,MCD,XLY,3185575.0,0.827762648815363,52.07179519787483,0.831949053515757,1.1589277944802505,-0.32697874096449353,85.05300629752153,53.041734228967165,310.4790832519531,312.13071594238284,312.9654830932617,308.94757385253905,294.3737287902832,311.9821368080072,311.15018775449147,1.0122941921193667,1.0254592289511093,320.0922537428092,312.9654830932617,305.8387124437142,0.7699439876126244,5.492414549729655,0.20450569012677614,0.25484256270574457,315.0929067461199,313.322936397639,318.58311121762154,0.013132730183623709,0.008223317756977933,-0.012679970866939727,4.216078230958772,5.260174819982524,-0.10938877783377166
2025-05-19 00:00:00-04:00,316.3159661183139,319.7962274505402,316.2364306398701,319.41839599609375,2748600,MCD,XLY,3189510.0,0.8617624650808431,57.691420025155786,1.363528995541742,1.1998480346925489,0.16368096084919315,97.7109922759351,80.66281354184069,312.33057861328126,312.67861022949216,313.5874557495117,308.9463806152344,294.6742687988281,313.12617668309747,311.7626476875557,1.0185943032467462,1.0338958992172216,320.6855801256506,313.5874557495117,306.48933137337286,0.9107381004891513,5.476078095676818,0.20269397548421977,0.2429650576414463,318.4836846955013,317.17114194046246,320.73093875113256,0.008223317756977933,-0.004451736564201392,-0.01954980661530248,3.102429877779855,3.5597968106700932,-0.4971747508267299
